Vibriophage_1.131.O._10N.222.49.A8_19	a5ef684e6c198536a45a651cad33e8d0	697	Coils	Coil		340	360	-	T	28-04-2016
Vibriophage_1.131.O._10N.222.49.A8_19	a5ef684e6c198536a45a651cad33e8d0	697	Pfam	PF06791	Prophage tail length tape measure protein	59	219	9.0E-11	T	28-04-2016	IPR009628	Bacteriophage lambda, GpH, tail tape measure, N-terminal		
Vibriophage_1.131.O._10N.222.49.A8_19	a5ef684e6c198536a45a651cad33e8d0	697	Coils	Coil		309	329	-	T	28-04-2016
Vibriophage_1.131.O._10N.222.49.A8_19	a5ef684e6c198536a45a651cad33e8d0	697	Coils	Coil		368	388	-	T	28-04-2016
Vibriophage_1.131.O._10N.222.49.A8_19	a5ef684e6c198536a45a651cad33e8d0	697	Coils	Coil		394	414	-	T	28-04-2016
Vibriophage_1.131.O._10N.222.49.A8_48	5c228b718752a571669602c5aa9606eb	448	Gene3D	G3DSA:3.40.50.300		158	420	1.3E-57	T	28-04-2016	IPR027417	P-loop containing nucleoside triphosphate hydrolase		
Vibriophage_1.131.O._10N.222.49.A8_48	5c228b718752a571669602c5aa9606eb	448	PANTHER	PTHR30153		25	435	2.1E-67	T	28-04-2016
Vibriophage_1.131.O._10N.222.49.A8_48	5c228b718752a571669602c5aa9606eb	448	Pfam	PF03796	DnaB-like helicase C terminal domain	174	420	1.4E-61	T	28-04-2016	IPR007694	DNA helicase, DnaB-like, C-terminal	GO:0003678|GO:0005524|GO:0006260	
Vibriophage_1.131.O._10N.222.49.A8_48	5c228b718752a571669602c5aa9606eb	448	SUPERFAMILY	SSF52540		171	240	1.29E-29	T	28-04-2016	IPR027417	P-loop containing nucleoside triphosphate hydrolase		
Vibriophage_1.131.O._10N.222.49.A8_48	5c228b718752a571669602c5aa9606eb	448	SUPERFAMILY	SSF52540		268	420	1.29E-29	T	28-04-2016	IPR027417	P-loop containing nucleoside triphosphate hydrolase		
Vibriophage_1.131.O._10N.222.49.A8_48	5c228b718752a571669602c5aa9606eb	448	ProSiteProfiles	PS51199	Superfamily 4 helicase domain profile.	166	432	50.118	T	28-04-2016	IPR007694	DNA helicase, DnaB-like, C-terminal	GO:0003678|GO:0005524|GO:0006260	
Vibriophage_1.131.O._10N.222.49.A8_48	5c228b718752a571669602c5aa9606eb	448	SUPERFAMILY	SSF48024		3	103	1.19E-6	T	28-04-2016	IPR007693	DNA helicase, DnaB-like, N-terminal	GO:0003678|GO:0005524|GO:0006260	
Vibriophage_1.131.O._10N.222.49.A8_33	d4ed62ad2b815d66a4cd8680fff51ada	54	Coils	Coil		27	47	-	T	28-04-2016
Vibriophage_1.131.O._10N.222.49.A8_5	7a3432baa55845e3518b69eb9d518077	367	PIRSF	PIRSF034565		5	365	9.3E-81	T	28-04-2016	IPR017029	Putative phage head morphogenesis protein		
Vibriophage_1.131.O._10N.222.49.A8_5	7a3432baa55845e3518b69eb9d518077	367	TIGRFAM	TIGR01641	phageSPP1_gp7: phage head morphogenesis protein, SPP1 gp7 family	183	269	1.4E-13	T	28-04-2016	IPR006528	Phage head morphogenesis domain		
Vibriophage_1.131.O._10N.222.49.A8_5	7a3432baa55845e3518b69eb9d518077	367	Coils	Coil		348	367	-	T	28-04-2016
Vibriophage_1.131.O._10N.222.49.A8_5	7a3432baa55845e3518b69eb9d518077	367	Pfam	PF04233	Phage Mu protein F like protein	151	266	1.8E-8	T	28-04-2016	IPR006528	Phage head morphogenesis domain		
Vibriophage_1.131.O._10N.222.49.A8_24	4c13d02bd2e4a6390d94281a5778a7cb	706	Pfam	PF12708	Pectate lyase superfamily protein	161	430	2.7E-13	T	28-04-2016	IPR024535	Pectate lyase superfamily protein		
Vibriophage_1.131.O._10N.222.49.A8_24	4c13d02bd2e4a6390d94281a5778a7cb	706	Gene3D	G3DSA:2.160.20.10		158	363	1.0E-19	T	28-04-2016	IPR012334	Pectin lyase fold		
Vibriophage_1.131.O._10N.222.49.A8_24	4c13d02bd2e4a6390d94281a5778a7cb	706	Gene3D	G3DSA:2.160.20.10		384	574	3.4E-6	T	28-04-2016	IPR012334	Pectin lyase fold		
Vibriophage_1.131.O._10N.222.49.A8_24	4c13d02bd2e4a6390d94281a5778a7cb	706	SUPERFAMILY	SSF51126		322	550	4.27E-27	T	28-04-2016	IPR011050	Pectin lyase fold/virulence factor		
Vibriophage_1.131.O._10N.222.49.A8_24	4c13d02bd2e4a6390d94281a5778a7cb	706	SUPERFAMILY	SSF51126		158	274	4.27E-27	T	28-04-2016	IPR011050	Pectin lyase fold/virulence factor		
Vibriophage_1.131.O._10N.222.49.A8_24	4c13d02bd2e4a6390d94281a5778a7cb	706	SMART	SM00710	Parallel beta-helix repeats	315	346	120.0	T	28-04-2016	IPR006626	Parallel beta-helix repeat		
