Vibriophage_1.188.A._10N.286.51.A6_63	5936f2752ddca66f1f40c2b1b4ef5f33	477	Pfam	PF09967	VWA-like domain (DUF2201)	330	450	1.4E-8	T	28-04-2016	IPR018698	VWA-like domain		
Vibriophage_1.188.A._10N.286.51.A6_63	5936f2752ddca66f1f40c2b1b4ef5f33	477	SUPERFAMILY	SSF53300		327	453	1.05E-5	T	28-04-2016	IPR002035	von Willebrand factor, type A		
Vibriophage_1.188.A._10N.286.51.A6_63	5936f2752ddca66f1f40c2b1b4ef5f33	477	Pfam	PF13203	Putative metallopeptidase domain	30	165	3.2E-5	T	28-04-2016	IPR025154	Putative metallopeptidase domain		
Vibriophage_1.188.A._10N.286.51.A6_62	a3525cb37c81b9a3757a31c5072224b5	827	Pfam	PF01612	3'-5' exonuclease	148	326	5.4E-13	T	28-04-2016	IPR002562	3'-5' exonuclease domain	GO:0003676|GO:0006139|GO:0008408	
Vibriophage_1.188.A._10N.286.51.A6_62	a3525cb37c81b9a3757a31c5072224b5	827	PANTHER	PTHR10133:SF27		274	389	4.8E-34	T	28-04-2016
Vibriophage_1.188.A._10N.286.51.A6_62	a3525cb37c81b9a3757a31c5072224b5	827	Gene3D	G3DSA:1.20.1060.10		401	515	3.1E-15	T	28-04-2016
Vibriophage_1.188.A._10N.286.51.A6_62	a3525cb37c81b9a3757a31c5072224b5	827	Gene3D	G3DSA:3.30.420.10		150	350	1.7E-16	T	28-04-2016	IPR012337	Ribonuclease H-like domain	GO:0003676	
Vibriophage_1.188.A._10N.286.51.A6_62	a3525cb37c81b9a3757a31c5072224b5	827	Coils	Coil		823	827	-	T	28-04-2016
Vibriophage_1.188.A._10N.286.51.A6_62	a3525cb37c81b9a3757a31c5072224b5	827	PANTHER	PTHR10133		415	689	4.8E-34	T	28-04-2016
Vibriophage_1.188.A._10N.286.51.A6_62	a3525cb37c81b9a3757a31c5072224b5	827	SUPERFAMILY	SSF53098		142	326	1.46E-17	T	28-04-2016	IPR012337	Ribonuclease H-like domain	GO:0003676	
Vibriophage_1.188.A._10N.286.51.A6_62	a3525cb37c81b9a3757a31c5072224b5	827	PANTHER	PTHR10133		237	255	4.8E-34	T	28-04-2016
Vibriophage_1.188.A._10N.286.51.A6_62	a3525cb37c81b9a3757a31c5072224b5	827	Pfam	PF00476	DNA polymerase family A	400	697	9.1E-36	T	28-04-2016	IPR001098	DNA-directed DNA polymerase, family A, palm domain	GO:0003677|GO:0003887|GO:0006260	KEGG: 00230+2.7.7.7|KEGG: 00240+2.7.7.7
Vibriophage_1.188.A._10N.286.51.A6_62	a3525cb37c81b9a3757a31c5072224b5	827	SUPERFAMILY	SSF56672		332	386	1.67E-55	T	28-04-2016
Vibriophage_1.188.A._10N.286.51.A6_62	a3525cb37c81b9a3757a31c5072224b5	827	SUPERFAMILY	SSF56672		418	778	1.67E-55	T	28-04-2016
