Vibriophage_1.193.O._10N.286.52.C6_84	0039330c0ef041d930e64f1cfdab6b4f	68	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	39	61	-	T	28-04-2016
Vibriophage_1.193.O._10N.286.52.C6_84	0039330c0ef041d930e64f1cfdab6b4f	68	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	4	26	-	T	28-04-2016
Vibriophage_1.193.O._10N.286.52.C6_225	7fad2336877ed962d8ba4b129d8c330e	226	Pfam	PF00239	Resolvase, N terminal domain	4	143	3.3E-25	T	28-04-2016	IPR006119	Resolvase, N-terminal catalytic domain	GO:0000150|GO:0003677|GO:0006310	
Vibriophage_1.193.O._10N.286.52.C6_225	7fad2336877ed962d8ba4b129d8c330e	226	SMART	SM00857	Resolvase, N terminal domain	3	144	5.4E-27	T	28-04-2016	IPR006119	Resolvase, N-terminal catalytic domain	GO:0000150|GO:0003677|GO:0006310	
Vibriophage_1.193.O._10N.286.52.C6_225	7fad2336877ed962d8ba4b129d8c330e	226	Gene3D	G3DSA:3.40.50.1390		1	114	3.5E-25	T	28-04-2016	IPR006119	Resolvase, N-terminal catalytic domain	GO:0000150|GO:0003677|GO:0006310	
Vibriophage_1.193.O._10N.286.52.C6_225	7fad2336877ed962d8ba4b129d8c330e	226	ProSitePatterns	PS00397	Site-specific recombinases active site.	6	14	-	T	28-04-2016	IPR006118	Recombinase, conserved site	GO:0000150|GO:0006310	
Vibriophage_1.193.O._10N.286.52.C6_225	7fad2336877ed962d8ba4b129d8c330e	226	SUPERFAMILY	SSF53041		1	143	3.79E-28	T	28-04-2016	IPR006119	Resolvase, N-terminal catalytic domain	GO:0000150|GO:0003677|GO:0006310	
Vibriophage_1.193.O._10N.286.52.C6_225	7fad2336877ed962d8ba4b129d8c330e	226	Gene3D	G3DSA:1.20.5.40		115	142	5.1E-5	T	28-04-2016
Vibriophage_1.193.O._10N.286.52.C6_225	7fad2336877ed962d8ba4b129d8c330e	226	PANTHER	PTHR30461		1	224	6.3E-25	T	28-04-2016
Vibriophage_1.193.O._10N.286.52.C6_225	7fad2336877ed962d8ba4b129d8c330e	226	ProSiteProfiles	PS51736	Resolvase/invertase-type recombinase catalytic domain profile.	2	142	29.509	T	28-04-2016	IPR006119	Resolvase, N-terminal catalytic domain	GO:0000150|GO:0003677|GO:0006310	
Vibriophage_1.193.O._10N.286.52.C6_20	d1e91b0174fb0d0d8203321fa170f4db	271	Gene3D	G3DSA:3.40.50.300		54	269	9.8E-39	T	28-04-2016	IPR027417	P-loop containing nucleoside triphosphate hydrolase		
Vibriophage_1.193.O._10N.286.52.C6_20	d1e91b0174fb0d0d8203321fa170f4db	271	PANTHER	PTHR30473		72	271	3.6E-19	T	28-04-2016
Vibriophage_1.193.O._10N.286.52.C6_20	d1e91b0174fb0d0d8203321fa170f4db	271	SUPERFAMILY	SSF52540		54	211	9.43E-21	T	28-04-2016	IPR027417	P-loop containing nucleoside triphosphate hydrolase		
Vibriophage_1.193.O._10N.286.52.C6_20	d1e91b0174fb0d0d8203321fa170f4db	271	Pfam	PF02562	PhoH-like protein	59	269	3.5E-34	T	28-04-2016	IPR003714	PhoH-like protein	GO:0005524	
Vibriophage_1.193.O._10N.286.52.C6_146	b53b2b4a9368f4d234a16ac4073bebd9	188	SUPERFAMILY	SSF54171		132	173	5.04E-6	T	28-04-2016	IPR016177	DNA-binding domain	GO:0003677	
