Vibriophage_1.024.O._10N.261.45.F8_7	ed1ba3655ade4f0b7c949364616223f2	62	Gene3D	G3DSA:2.20.25.10		11	41	3.7E-4	T	28-04-2016
Vibriophage_1.024.O._10N.261.45.F8_67	502f79c8d84ec4dc5fcdb95d74064b71	544	Pfam	PF04851	Type III restriction enzyme, res subunit	2	166	2.7E-13	T	28-04-2016	IPR006935	Helicase/UvrB, N-terminal	GO:0003677|GO:0005524|GO:0016787	
Vibriophage_1.024.O._10N.261.45.F8_67	502f79c8d84ec4dc5fcdb95d74064b71	544	Gene3D	G3DSA:3.40.50.300		2	170	3.8E-11	T	28-04-2016	IPR027417	P-loop containing nucleoside triphosphate hydrolase		
Vibriophage_1.024.O._10N.261.45.F8_67	502f79c8d84ec4dc5fcdb95d74064b71	544	SMART	SM00490	helicase superfamily c-terminal domain	266	347	3.5E-14	T	28-04-2016	IPR001650	Helicase, C-terminal		
Vibriophage_1.024.O._10N.261.45.F8_67	502f79c8d84ec4dc5fcdb95d74064b71	544	Gene3D	G3DSA:3.40.50.300		246	347	2.3E-22	T	28-04-2016	IPR027417	P-loop containing nucleoside triphosphate hydrolase		
Vibriophage_1.024.O._10N.261.45.F8_67	502f79c8d84ec4dc5fcdb95d74064b71	544	Pfam	PF00271	Helicase conserved C-terminal domain	250	345	8.7E-15	T	28-04-2016	IPR001650	Helicase, C-terminal		
Vibriophage_1.024.O._10N.261.45.F8_67	502f79c8d84ec4dc5fcdb95d74064b71	544	PANTHER	PTHR24031:SF210		256	381	2.1E-24	T	28-04-2016
Vibriophage_1.024.O._10N.261.45.F8_67	502f79c8d84ec4dc5fcdb95d74064b71	544	SUPERFAMILY	SSF52540		53	361	5.16E-32	T	28-04-2016	IPR027417	P-loop containing nucleoside triphosphate hydrolase		
Vibriophage_1.024.O._10N.261.45.F8_67	502f79c8d84ec4dc5fcdb95d74064b71	544	PANTHER	PTHR24031		256	381	2.1E-24	T	28-04-2016
Vibriophage_1.024.O._10N.261.45.F8_67	502f79c8d84ec4dc5fcdb95d74064b71	544	ProSiteProfiles	PS51194	Superfamilies 1 and 2 helicase C-terminal domain profile.	241	387	11.271	T	28-04-2016	IPR001650	Helicase, C-terminal		
Vibriophage_1.024.O._10N.261.45.F8_67	502f79c8d84ec4dc5fcdb95d74064b71	544	Coils	Coil		434	454	-	T	28-04-2016
Vibriophage_1.024.O._10N.261.45.F8_79	8cd173a7daa52053adfccda43c4cf1bb	165	Gene3D	G3DSA:1.10.10.10		95	155	6.0E-4	T	28-04-2016	IPR011991	Winged helix-turn-helix DNA-binding domain		
Vibriophage_1.024.O._10N.261.45.F8_79	8cd173a7daa52053adfccda43c4cf1bb	165	Pfam	PF03288	Poxvirus D5 protein-like	95	150	2.1E-4	T	28-04-2016	IPR004968	DNA primase/nucleoside triphosphatase, C-terminal		
Vibriophage_1.024.O._10N.261.45.F8_68	7f0d7e3aea8ae53fd2920731944bf667	238	PANTHER	PTHR13370		1	234	9.5E-31	T	28-04-2016
