Vibriophage_1.011.O._10N.286.49.B11_8	6f95332a9d0feb7b3dcc1deb667c2e85	177	Gene3D	G3DSA:3.40.50.300		1	40	5.7E-7	T	28-04-2016	IPR027417	P-loop containing nucleoside triphosphate hydrolase		
Vibriophage_1.011.O._10N.286.49.B11_8	6f95332a9d0feb7b3dcc1deb667c2e85	177	Gene3D	G3DSA:3.40.50.300		70	144	8.2E-5	T	28-04-2016	IPR027417	P-loop containing nucleoside triphosphate hydrolase		
Vibriophage_1.011.O._10N.286.49.B11_8	6f95332a9d0feb7b3dcc1deb667c2e85	177	Pfam	PF01935	Domain of unknown function DUF87	3	45	2.0E-6	T	28-04-2016	IPR002789	Domain of unknown function DUF87		
Vibriophage_1.011.O._10N.286.49.B11_8	6f95332a9d0feb7b3dcc1deb667c2e85	177	SUPERFAMILY	SSF52540		3	158	9.36E-15	T	28-04-2016	IPR027417	P-loop containing nucleoside triphosphate hydrolase		
Vibriophage_1.011.O._10N.286.49.B11_14	b6b53d87e93e76efae0fd480fc3935e9	62	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	39	58	-	T	28-04-2016
Vibriophage_1.011.O._10N.286.49.B11_14	b6b53d87e93e76efae0fd480fc3935e9	62	TIGRFAM	TIGR01167	LPXTG_anchor: LPXTG cell wall anchor domain	37	62	0.0025	T	28-04-2016	IPR019931	LPXTG cell wall anchor domain		
Vibriophage_1.011.O._10N.286.49.B11_5	964656f4b259efbbe26f85ece3f4c2bd	534	Gene3D	G3DSA:3.30.420.10		40	160	5.1E-6	T	28-04-2016	IPR012337	Ribonuclease H-like domain	GO:0003676	
Vibriophage_1.011.O._10N.286.49.B11_5	964656f4b259efbbe26f85ece3f4c2bd	534	Pfam	PF03175	DNA polymerase type B, organellar and viral	113	397	1.2E-37	T	28-04-2016	IPR004868	DNA-directed DNA polymerase, family B, mitochondria/virus	GO:0000166|GO:0003677|GO:0003887|GO:0006260|GO:0008408	KEGG: 00230+2.7.7.7|KEGG: 00240+2.7.7.7
Vibriophage_1.011.O._10N.286.49.B11_5	964656f4b259efbbe26f85ece3f4c2bd	534	Gene3D	G3DSA:3.90.1600.10		408	494	5.0E-25	T	28-04-2016	IPR023211	DNA polymerase, palm domain		KEGG: 00230+2.7.7.7|KEGG: 00240+2.7.7.7
Vibriophage_1.011.O._10N.286.49.B11_5	964656f4b259efbbe26f85ece3f4c2bd	534	Gene3D	G3DSA:3.90.1600.10		169	232	5.0E-25	T	28-04-2016	IPR023211	DNA polymerase, palm domain		KEGG: 00230+2.7.7.7|KEGG: 00240+2.7.7.7
Vibriophage_1.011.O._10N.286.49.B11_5	964656f4b259efbbe26f85ece3f4c2bd	534	SUPERFAMILY	SSF56672		172	492	2.84E-47	T	28-04-2016
Vibriophage_1.011.O._10N.286.49.B11_5	964656f4b259efbbe26f85ece3f4c2bd	534	Gene3D	G3DSA:1.10.287.690		318	357	4.2E-8	T	28-04-2016
Vibriophage_1.011.O._10N.286.49.B11_5	964656f4b259efbbe26f85ece3f4c2bd	534	SUPERFAMILY	SSF53098		12	160	5.38E-16	T	28-04-2016	IPR012337	Ribonuclease H-like domain	GO:0003676	
Vibriophage_1.011.O._10N.286.49.B11_5	964656f4b259efbbe26f85ece3f4c2bd	534	Coils	Coil		530	534	-	T	28-04-2016
Vibriophage_1.011.O._10N.286.49.B11_20	a9dc5eab14d7c293bbb9b563097979bc	73	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	10	32	-	T	28-04-2016
Vibriophage_1.011.O._10N.286.49.B11_9	9775fe9045da6fc285c2f89b48a691fe	83	Coils	Coil		7	78	-	T	28-04-2016
Vibriophage_1.011.O._10N.286.49.B11_3	70d48077ce7603c67feb6130f9a61424	205	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	20	42	-	T	28-04-2016
Vibriophage_1.011.O._10N.286.49.B11_10	31a4696b6e3839a7bc2f93c59e654d2d	41	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	5	27	-	T	28-04-2016
Vibriophage_1.011.O._10N.286.49.B11_7	bcf76d6e63289eac0ec73fa3c5adc688	242	Coils	Coil		238	242	-	T	28-04-2016
Vibriophage_1.011.O._10N.286.49.B11_12	8ff84e8c655138fbc8d24e551e9ffb6d	108	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	87	104	-	T	28-04-2016
Vibriophage_1.011.O._10N.286.49.B11_11	3cc017aaae070406c2ab280d3040dde1	281	Coils	Coil		279	281	-	T	28-04-2016
