Vibriophage_1.021.C._10N.222.51.F9_18	9461a7ff917d13c569736fdd527ef509	2057	Coils	Coil		698	722	-	T	28-04-2016
Vibriophage_1.021.C._10N.222.51.F9_18	9461a7ff917d13c569736fdd527ef509	2057	Coils	Coil		177	200	-	T	28-04-2016
Vibriophage_1.021.C._10N.222.51.F9_18	9461a7ff917d13c569736fdd527ef509	2057	Coils	Coil		369	396	-	T	28-04-2016
Vibriophage_1.021.C._10N.222.51.F9_18	9461a7ff917d13c569736fdd527ef509	2057	Coils	Coil		2056	2057	-	T	28-04-2016
Vibriophage_1.021.C._10N.222.51.F9_26	43a18dea582df27fd24c6ce95711e8dc	371	PANTHER	PTHR23068		5	163	6.8E-25	T	28-04-2016
Vibriophage_1.021.C._10N.222.51.F9_26	43a18dea582df27fd24c6ce95711e8dc	371	ProSitePatterns	PS00094	C-5 cytosine-specific DNA methylases active site.	73	85	-	T	28-04-2016	IPR018117	DNA methylase, C-5 cytosine-specific, active site		KEGG: 00270+2.1.1.37
Vibriophage_1.021.C._10N.222.51.F9_26	43a18dea582df27fd24c6ce95711e8dc	371	Pfam	PF00145	C-5 cytosine-specific DNA methylase	8	358	4.4E-29	T	28-04-2016	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase		
Vibriophage_1.021.C._10N.222.51.F9_26	43a18dea582df27fd24c6ce95711e8dc	371	Gene3D	G3DSA:3.40.50.150		4	166	1.8E-27	T	28-04-2016	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase		
Vibriophage_1.021.C._10N.222.51.F9_26	43a18dea582df27fd24c6ce95711e8dc	371	TIGRFAM	TIGR00675	dcm: DNA (cytosine-5-)-methyltransferase	10	357	1.1E-30	T	28-04-2016	IPR001525	C-5 cytosine methyltransferase	GO:0008168	KEGG: 00270+2.1.1.37
Vibriophage_1.021.C._10N.222.51.F9_26	43a18dea582df27fd24c6ce95711e8dc	371	SUPERFAMILY	SSF53335		7	194	7.2E-43	T	28-04-2016	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase		
Vibriophage_1.021.C._10N.222.51.F9_26	43a18dea582df27fd24c6ce95711e8dc	371	SUPERFAMILY	SSF53335		267	359	7.2E-43	T	28-04-2016	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase		
Vibriophage_1.021.C._10N.222.51.F9_26	43a18dea582df27fd24c6ce95711e8dc	371	ProSiteProfiles	PS51679	C-5 cytosine-specific DNA methylase (Dnmt) domain profile.	7	371	23.77	T	28-04-2016	IPR001525	C-5 cytosine methyltransferase	GO:0008168	KEGG: 00270+2.1.1.37
Vibriophage_1.021.C._10N.222.51.F9_26	43a18dea582df27fd24c6ce95711e8dc	371	PANTHER	PTHR23068:SF3		5	163	6.8E-25	T	28-04-2016
Vibriophage_1.021.C._10N.222.51.F9_26	43a18dea582df27fd24c6ce95711e8dc	371	Gene3D	G3DSA:3.90.120.10		167	351	1.8E-8	T	28-04-2016
Vibriophage_1.021.C._10N.222.51.F9_22	b907e39e7f3df281aa743c5a9001e874	158	PANTHER	PTHR38107:SF2		5	149	1.1E-36	T	28-04-2016
