Vibriophage_2.095.B._10N.286.46.E10_52	1d5fff23d8b6124fd3aa5e1e9eef6783	214	Gene3D	G3DSA:3.40.50.300		4	96	2.4E-4	T	28-04-2016	IPR027417	P-loop containing nucleoside triphosphate hydrolase		
Vibriophage_2.095.B._10N.286.46.E10_52	1d5fff23d8b6124fd3aa5e1e9eef6783	214	SUPERFAMILY	SSF52540		3	139	1.68E-7	T	28-04-2016	IPR027417	P-loop containing nucleoside triphosphate hydrolase		
Vibriophage_2.095.B._10N.286.46.E10_66	a7bb5f09c17a0a8dc3d6e8034cc815d0	206	Pfam	PF09669	Phage regulatory protein Rha (Phage_pRha)	1	79	1.6E-16	T	28-04-2016	IPR014054	Bacteriophage regulatory protein, Rha family		
Vibriophage_2.095.B._10N.286.46.E10_66	a7bb5f09c17a0a8dc3d6e8034cc815d0	206	Pfam	PF03374	Phage antirepressor protein KilAC domain	103	199	3.0E-26	T	28-04-2016	IPR005039	Antirepressor protein, C-terminal	GO:0003677	
Vibriophage_2.095.B._10N.286.46.E10_13	d2e9fff734f68fe195fbfe1513821c78	161	SMART	SM00507	HNH nucleases	94	149	3.5E-11	T	28-04-2016	IPR003615	HNH nuclease		
Vibriophage_2.095.B._10N.286.46.E10_13	d2e9fff734f68fe195fbfe1513821c78	161	Pfam	PF01844	HNH endonuclease	106	151	5.0E-10	T	28-04-2016	IPR002711	HNH endonuclease	GO:0003676|GO:0004519	
Vibriophage_2.095.B._10N.286.46.E10_16	4167833b0862f4c702936a651049cae7	52	SUPERFAMILY	SSF57889		9	50	6.49E-5	T	28-04-2016
Vibriophage_2.095.B._10N.286.46.E10_16	4167833b0862f4c702936a651049cae7	52	Gene3D	G3DSA:3.30.60.20		15	50	3.8E-5	T	28-04-2016
Vibriophage_2.095.B._10N.286.46.E10_56	c1cde55ed94d8616bccf0bc545c165bc	124	SUPERFAMILY	SSF103084		1	123	9.29E-19	T	28-04-2016	IPR008822	Crossover junction endodeoxyribonuclease, RusA-like	GO:0000287|GO:0006281|GO:0006310	
Vibriophage_2.095.B._10N.286.46.E10_56	c1cde55ed94d8616bccf0bc545c165bc	124	Gene3D	G3DSA:3.30.1330.70		3	124	5.3E-22	T	28-04-2016	IPR008822	Crossover junction endodeoxyribonuclease, RusA-like	GO:0000287|GO:0006281|GO:0006310	
Vibriophage_2.095.B._10N.286.46.E10_56	c1cde55ed94d8616bccf0bc545c165bc	124	PIRSF	PIRSF001007		1	124	1.2E-23	T	28-04-2016	IPR016281	Crossover junction endodeoxyribonuclease, RusA	GO:0008821	
Vibriophage_2.095.B._10N.286.46.E10_56	c1cde55ed94d8616bccf0bc545c165bc	124	Pfam	PF05866	Endodeoxyribonuclease RusA	9	121	1.3E-12	T	28-04-2016	IPR008822	Crossover junction endodeoxyribonuclease, RusA-like	GO:0000287|GO:0006281|GO:0006310	
Vibriophage_2.095.B._10N.286.46.E10_76	5621cc9966cda8cccead22b9bb578c68	211	Gene3D	G3DSA:3.40.50.150		2	138	1.9E-4	T	28-04-2016	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase		
Vibriophage_2.095.B._10N.286.46.E10_76	5621cc9966cda8cccead22b9bb578c68	211	SUPERFAMILY	SSF53335		36	155	1.03E-5	T	28-04-2016	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase		
Vibriophage_2.095.B._10N.286.46.E10_50	a604173c7223f270968f1cb6cb296e60	61	Coils	Coil		5	25	-	T	28-04-2016
Vibriophage_2.095.B._10N.286.46.E10_65	96f1a2d39df908298a0e43182543e16c	44	Pfam	PF07878	CopG-like RHH_1 or ribbon-helix-helix domain, RHH_5	12	43	5.6E-8	T	28-04-2016	IPR012869	CopG-like ribbon-helix-helix domain		
Vibriophage_2.095.B._10N.286.46.E10_65	96f1a2d39df908298a0e43182543e16c	44	SUPERFAMILY	SSF47598		8	43	8.9E-9	T	28-04-2016	IPR010985	Ribbon-helix-helix	GO:0006355	
Vibriophage_2.095.B._10N.286.46.E10_65	96f1a2d39df908298a0e43182543e16c	44	Coils	Coil		17	37	-	T	28-04-2016
Vibriophage_2.095.B._10N.286.46.E10_65	96f1a2d39df908298a0e43182543e16c	44	Gene3D	G3DSA:1.10.1220.10		8	43	9.1E-8	T	28-04-2016	IPR013321	Arc-type ribbon-helix-helix	GO:0006355	
Vibriophage_2.095.B._10N.286.46.E10_39	47ce22874c40db8c925d33cb512dca0c	594	SUPERFAMILY	SSF101898		46	261	9.94E-20	T	28-04-2016
Vibriophage_2.095.B._10N.286.46.E10_39	47ce22874c40db8c925d33cb512dca0c	594	Gene3D	G3DSA:2.120.10.30		50	226	8.2E-15	T	28-04-2016	IPR011042	Six-bladed beta-propeller, TolB-like		
Vibriophage_2.095.B._10N.286.46.E10_39	47ce22874c40db8c925d33cb512dca0c	594	Gene3D	G3DSA:2.130.10.10		227	312	0.001	T	28-04-2016	IPR015943	WD40/YVTN repeat-like-containing domain	GO:0005515	
Vibriophage_2.095.B._10N.286.46.E10_20	8180a28ae499978ed69836bbfe4fabdc	125	Gene3D	G3DSA:2.30.30.290		60	125	4.5E-16	T	28-04-2016	IPR023385	YopX-like domain, beta barrel type		
Vibriophage_2.095.B._10N.286.46.E10_20	8180a28ae499978ed69836bbfe4fabdc	125	TIGRFAM	TIGR01671	phage_TIGR01671: phage conserved hypothetical protein TIGR01671	4	75	5.8E-13	T	28-04-2016	IPR010024	Conserved hypothetical protein CHP1671		
Vibriophage_2.095.B._10N.286.46.E10_20	8180a28ae499978ed69836bbfe4fabdc	125	Pfam	PF09643	YopX protein	6	125	9.1E-25	T	28-04-2016	IPR019096	YopX protein		
Vibriophage_2.095.B._10N.286.46.E10_20	8180a28ae499978ed69836bbfe4fabdc	125	SUPERFAMILY	SSF159006		3	125	1.31E-28	T	28-04-2016
Vibriophage_2.095.B._10N.286.46.E10_68	55d877ff82e9b69159b958c72bb0c4a5	237	PANTHER	PTHR30050:SF9		56	236	1.6E-53	T	28-04-2016
Vibriophage_2.095.B._10N.286.46.E10_68	55d877ff82e9b69159b958c72bb0c4a5	237	Pfam	PF01695	IstB-like ATP binding protein	63	193	2.1E-18	T	28-04-2016	IPR002611	IstB-like ATP-binding protein	GO:0005524	
Vibriophage_2.095.B._10N.286.46.E10_68	55d877ff82e9b69159b958c72bb0c4a5	237	Gene3D	G3DSA:3.40.50.300		52	223	1.1E-29	T	28-04-2016	IPR027417	P-loop containing nucleoside triphosphate hydrolase		
Vibriophage_2.095.B._10N.286.46.E10_68	55d877ff82e9b69159b958c72bb0c4a5	237	SUPERFAMILY	SSF52540		80	220	6.27E-18	T	28-04-2016	IPR027417	P-loop containing nucleoside triphosphate hydrolase		
Vibriophage_2.095.B._10N.286.46.E10_68	55d877ff82e9b69159b958c72bb0c4a5	237	SMART	SM00382	ATPases associated with a variety of cellular activities	96	221	0.0029	T	28-04-2016	IPR003593	AAA+ ATPase domain		
Vibriophage_2.095.B._10N.286.46.E10_68	55d877ff82e9b69159b958c72bb0c4a5	237	PANTHER	PTHR30050		56	236	1.6E-53	T	28-04-2016
Vibriophage_2.095.B._10N.286.46.E10_68	55d877ff82e9b69159b958c72bb0c4a5	237	Coils	Coil		16	36	-	T	28-04-2016
Vibriophage_2.095.B._10N.286.46.E10_67	8e1d61a572c64c7c38d3cc8dcc7a4549	237	Pfam	PF14297	Domain of unknown function (DUF4373)	3	85	1.7E-11	T	28-04-2016	IPR025400	Domain of unknown function DUF4373		
Vibriophage_2.095.B._10N.286.46.E10_67	8e1d61a572c64c7c38d3cc8dcc7a4549	237	Gene3D	G3DSA:1.10.10.10		24	113	5.5E-4	T	28-04-2016	IPR011991	Winged helix-turn-helix DNA-binding domain		
Vibriophage_2.095.B._10N.286.46.E10_45	d3bda46d4f982ebe629f509844089750	152	SUPERFAMILY	SSF53955		2	141	1.59E-26	T	28-04-2016	IPR023346	Lysozyme-like domain		
Vibriophage_2.095.B._10N.286.46.E10_45	d3bda46d4f982ebe629f509844089750	152	Gene3D	G3DSA:1.10.530.40		3	138	6.9E-23	T	28-04-2016	IPR023347	Lysozyme domain	GO:0003796	
Vibriophage_2.095.B._10N.286.46.E10_71	d970936ee6315ff16b7f35b22fd69121	164	ProDom	PD033929	YBCN ECS1616 SIMILAR 5'REGION ORF151 RUSA LAMBDOID DLP12 BACTERIOPHAGE PROPHAGE	55	162	2.0E-21	T	28-04-2016
Vibriophage_2.095.B._10N.286.46.E10_71	d970936ee6315ff16b7f35b22fd69121	164	Gene3D	G3DSA:1.10.3790.10		48	153	1.4E-6	T	28-04-2016	IPR008711	Recombinase NinB		
Vibriophage_2.095.B._10N.286.46.E10_55	ee679007140053a2cf58c7ed9acc83a5	122	Coils	Coil		116	122	-	T	28-04-2016
Vibriophage_2.095.B._10N.286.46.E10_55	ee679007140053a2cf58c7ed9acc83a5	122	Pfam	PF06147	Protein of unknown function (DUF968)	4	80	5.6E-13	T	28-04-2016	IPR010373	Protein of unknown function DUF968		
Vibriophage_2.095.B._10N.286.46.E10_53	b5ce5d9653e3e22391dc856c85bbde2a	254	Pfam	PF10108	Predicted 3'-5' exonuclease related to the exonuclease domain of PolB	115	252	3.8E-10	T	28-04-2016	IPR019288	Predicted 3'-5' exonuclease, PolB-like		
Vibriophage_2.095.B._10N.286.46.E10_53	b5ce5d9653e3e22391dc856c85bbde2a	254	Gene3D	G3DSA:3.30.420.10		123	204	4.5E-6	T	28-04-2016	IPR012337	Ribonuclease H-like domain	GO:0003676	
