Vibriophage_1.211.B._10N.222.52.F11_29	c3fc973f508346dfe6d06477b3748d05	620	Pfam	PF09588	YqaJ-like viral recombinase domain	13	148	2.7E-8	T	28-04-2016	IPR019080	YqaJ viral recombinase		
Vibriophage_1.211.B._10N.222.52.F11_29	c3fc973f508346dfe6d06477b3748d05	620	Coils	Coil		421	500	-	T	28-04-2016
Vibriophage_1.211.B._10N.222.52.F11_29	c3fc973f508346dfe6d06477b3748d05	620	SUPERFAMILY	SSF52980		1	162	6.97E-20	T	28-04-2016	IPR011335	Restriction endonuclease  type II-like		
Vibriophage_1.211.B._10N.222.52.F11_29	c3fc973f508346dfe6d06477b3748d05	620	Gene3D	G3DSA:3.90.320.10		2	196	2.4E-25	T	28-04-2016	IPR011604	Exonuclease, phage-type/RecB, C-terminal	GO:0003677|GO:0004518	
Vibriophage_1.211.B._10N.222.52.F11_29	c3fc973f508346dfe6d06477b3748d05	620	Pfam	PF06074	Protein of unknown function (DUF935)	361	521	8.9E-5	T	28-04-2016	IPR009279	Protein of unknown function DUF935		
Vibriophage_1.211.B._10N.222.52.F11_14	3eb4cf9f4be368109ba02c9c9b7a7917	2715	Pfam	PF05175	Methyltransferase small domain	1456	1553	1.5E-5	T	28-04-2016	IPR007848	Methyltransferase small domain	GO:0008168	
Vibriophage_1.211.B._10N.222.52.F11_14	3eb4cf9f4be368109ba02c9c9b7a7917	2715	Gene3D	G3DSA:3.40.50.150		1438	1607	1.2E-19	T	28-04-2016	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase		
Vibriophage_1.211.B._10N.222.52.F11_14	3eb4cf9f4be368109ba02c9c9b7a7917	2715	ProSitePatterns	PS00092	N-6 Adenine-specific DNA methylases signature.	1519	1525	-	T	28-04-2016	IPR002052	DNA methylase, N-6 adenine-specific, conserved site	GO:0003676|GO:0008168|GO:0032259	
Vibriophage_1.211.B._10N.222.52.F11_14	3eb4cf9f4be368109ba02c9c9b7a7917	2715	SUPERFAMILY	SSF53335		1400	1606	8.44E-26	T	28-04-2016	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase		
Vibriophage_1.211.B._10N.222.52.F11_14	3eb4cf9f4be368109ba02c9c9b7a7917	2715	PRINTS	PR00507	N12 class N6 adenine-specific DNA methyltransferase signature	1436	1452	1.6E-5	T	28-04-2016
Vibriophage_1.211.B._10N.222.52.F11_14	3eb4cf9f4be368109ba02c9c9b7a7917	2715	PRINTS	PR00507	N12 class N6 adenine-specific DNA methyltransferase signature	1516	1528	1.6E-5	T	28-04-2016
Vibriophage_1.211.B._10N.222.52.F11_14	3eb4cf9f4be368109ba02c9c9b7a7917	2715	PRINTS	PR00507	N12 class N6 adenine-specific DNA methyltransferase signature	1528	1552	1.6E-5	T	28-04-2016
Vibriophage_1.211.B._10N.222.52.F11_14	3eb4cf9f4be368109ba02c9c9b7a7917	2715	PRINTS	PR00507	N12 class N6 adenine-specific DNA methyltransferase signature	1460	1474	1.6E-5	T	28-04-2016
Vibriophage_1.211.B._10N.222.52.F11_27	4cc3d8bf31c3c52a9fd605c61b22877f	101	Coils	Coil		13	40	-	T	28-04-2016
Vibriophage_1.211.B._10N.222.52.F11_39	7884b5cced0a376821b8e64d93ff8d22	132	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	45	67	-	T	28-04-2016
Vibriophage_1.211.B._10N.222.52.F11_39	7884b5cced0a376821b8e64d93ff8d22	132	Pfam	PF16083	LydA holin phage, holin superfamily III	20	94	6.7E-20	T	28-04-2016	IPR032126	LydA-like holin		
Vibriophage_1.211.B._10N.222.52.F11_39	7884b5cced0a376821b8e64d93ff8d22	132	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	15	32	-	T	28-04-2016
