Vibriophage_1.233.A._10N.261.51.E6_34	8675d12223c5422aa8caee0437a0a71b	202	Pfam	PF04404	ERF superfamily	3	140	7.3E-33	T	28-04-2016	IPR007499	Essential recombination function protein		
Vibriophage_1.233.A._10N.261.51.E6_34	8675d12223c5422aa8caee0437a0a71b	202	Coils	Coil		202	202	-	T	28-04-2016
Vibriophage_1.233.A._10N.261.51.E6_46	b39d81ef10e05ef6a55243af02c42b0f	510	Gene3D	G3DSA:3.40.50.300		2	149	7.5E-19	T	28-04-2016	IPR027417	P-loop containing nucleoside triphosphate hydrolase		
Vibriophage_1.233.A._10N.261.51.E6_46	b39d81ef10e05ef6a55243af02c42b0f	510	PANTHER	PTHR24031:SF210		27	169	1.5E-22	T	28-04-2016
Vibriophage_1.233.A._10N.261.51.E6_46	b39d81ef10e05ef6a55243af02c42b0f	510	PANTHER	PTHR24031:SF210		197	319	1.5E-22	T	28-04-2016
Vibriophage_1.233.A._10N.261.51.E6_46	b39d81ef10e05ef6a55243af02c42b0f	510	Pfam	PF04851	Type III restriction enzyme, res subunit	2	145	6.9E-14	T	28-04-2016	IPR006935	Helicase/UvrB, N-terminal	GO:0003677|GO:0005524|GO:0016787	
Vibriophage_1.233.A._10N.261.51.E6_46	b39d81ef10e05ef6a55243af02c42b0f	510	SMART	SM00487	DEAD-like helicases superfamily	1	177	4.5E-14	T	28-04-2016	IPR014001	Helicase superfamily 1/2, ATP-binding domain		
Vibriophage_1.233.A._10N.261.51.E6_46	b39d81ef10e05ef6a55243af02c42b0f	510	SUPERFAMILY	SSF52540		21	147	7.4E-33	T	28-04-2016	IPR027417	P-loop containing nucleoside triphosphate hydrolase		
Vibriophage_1.233.A._10N.261.51.E6_46	b39d81ef10e05ef6a55243af02c42b0f	510	SUPERFAMILY	SSF52540		192	328	7.4E-33	T	28-04-2016	IPR027417	P-loop containing nucleoside triphosphate hydrolase		
Vibriophage_1.233.A._10N.261.51.E6_46	b39d81ef10e05ef6a55243af02c42b0f	510	Gene3D	G3DSA:3.40.50.300		214	367	8.4E-16	T	28-04-2016	IPR027417	P-loop containing nucleoside triphosphate hydrolase		
Vibriophage_1.233.A._10N.261.51.E6_46	b39d81ef10e05ef6a55243af02c42b0f	510	PANTHER	PTHR24031		27	169	1.5E-22	T	28-04-2016
Vibriophage_1.233.A._10N.261.51.E6_46	b39d81ef10e05ef6a55243af02c42b0f	510	PANTHER	PTHR24031		197	319	1.5E-22	T	28-04-2016
Vibriophage_1.233.A._10N.261.51.E6_46	b39d81ef10e05ef6a55243af02c42b0f	510	ProSiteProfiles	PS51192	Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.	17	162	15.011	T	28-04-2016	IPR014001	Helicase superfamily 1/2, ATP-binding domain		
Vibriophage_1.233.A._10N.261.51.E6_46	b39d81ef10e05ef6a55243af02c42b0f	510	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	27	49	-	T	28-04-2016
Vibriophage_1.233.A._10N.261.51.E6_46	b39d81ef10e05ef6a55243af02c42b0f	510	ProSiteProfiles	PS51194	Superfamilies 1 and 2 helicase C-terminal domain profile.	216	371	7.945	T	28-04-2016	IPR001650	Helicase, C-terminal		
Vibriophage_1.233.A._10N.261.51.E6_46	b39d81ef10e05ef6a55243af02c42b0f	510	Pfam	PF00271	Helicase conserved C-terminal domain	224	320	1.9E-8	T	28-04-2016	IPR001650	Helicase, C-terminal		
Vibriophage_1.233.A._10N.261.51.E6_46	b39d81ef10e05ef6a55243af02c42b0f	510	SMART	SM00490	helicase superfamily c-terminal domain	241	321	6.9E-5	T	28-04-2016	IPR001650	Helicase, C-terminal		
Vibriophage_1.233.A._10N.261.51.E6_23	d536365e5e82c30834a769d232e0a545	125	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	98	120	-	T	28-04-2016
Vibriophage_1.233.A._10N.261.51.E6_23	d536365e5e82c30834a769d232e0a545	125	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	61	83	-	T	28-04-2016
Vibriophage_1.233.A._10N.261.51.E6_1	b2773f2243dd24df86e5970437ca9da6	128	PANTHER	PTHR41328:SF2		1	74	4.3E-17	T	28-04-2016
Vibriophage_1.233.A._10N.261.51.E6_1	b2773f2243dd24df86e5970437ca9da6	128	PANTHER	PTHR41328		1	74	4.3E-17	T	28-04-2016
Vibriophage_1.233.A._10N.261.51.E6_1	b2773f2243dd24df86e5970437ca9da6	128	Pfam	PF03592	Terminase small subunit	3	78	4.3E-23	T	28-04-2016	IPR005335	Terminase small subunit	GO:0006323	
