Vibriophage_1.204.O._10N.222.46.F12_37	af042b6909c4d8dcf7b7a54de48a974f	786	Pfam	PF01612	3'-5' exonuclease	61	136	7.1E-5	T	28-04-2016	IPR002562	3'-5' exonuclease domain	GO:0003676|GO:0006139|GO:0008408	
Vibriophage_1.204.O._10N.222.46.F12_37	af042b6909c4d8dcf7b7a54de48a974f	786	Gene3D	G3DSA:3.30.70.370		452	501	7.2E-19	T	28-04-2016
Vibriophage_1.204.O._10N.222.46.F12_37	af042b6909c4d8dcf7b7a54de48a974f	786	Gene3D	G3DSA:3.30.70.370		687	772	7.2E-19	T	28-04-2016
Vibriophage_1.204.O._10N.222.46.F12_37	af042b6909c4d8dcf7b7a54de48a974f	786	Gene3D	G3DSA:1.10.150.20		502	686	1.8E-19	T	28-04-2016
Vibriophage_1.204.O._10N.222.46.F12_37	af042b6909c4d8dcf7b7a54de48a974f	786	PANTHER	PTHR10133:SF26		1	274	1.2E-107	T	28-04-2016
Vibriophage_1.204.O._10N.222.46.F12_37	af042b6909c4d8dcf7b7a54de48a974f	786	Pfam	PF00476	DNA polymerase family A	364	771	1.9E-41	T	28-04-2016	IPR001098	DNA-directed DNA polymerase, family A, palm domain	GO:0003677|GO:0003887|GO:0006260	KEGG: 00230+2.7.7.7|KEGG: 00240+2.7.7.7
Vibriophage_1.204.O._10N.222.46.F12_37	af042b6909c4d8dcf7b7a54de48a974f	786	PANTHER	PTHR10133		667	782	1.2E-107	T	28-04-2016
Vibriophage_1.204.O._10N.222.46.F12_37	af042b6909c4d8dcf7b7a54de48a974f	786	PANTHER	PTHR10133		406	640	1.2E-107	T	28-04-2016
Vibriophage_1.204.O._10N.222.46.F12_37	af042b6909c4d8dcf7b7a54de48a974f	786	SMART	SM00482	DNA polymerase A domain	474	729	7.8E-11	T	28-04-2016	IPR001098	DNA-directed DNA polymerase, family A, palm domain	GO:0003677|GO:0003887|GO:0006260	KEGG: 00230+2.7.7.7|KEGG: 00240+2.7.7.7
Vibriophage_1.204.O._10N.222.46.F12_37	af042b6909c4d8dcf7b7a54de48a974f	786	Gene3D	G3DSA:3.30.420.10		60	192	1.9E-6	T	28-04-2016	IPR012337	Ribonuclease H-like domain	GO:0003676	
Vibriophage_1.204.O._10N.222.46.F12_37	af042b6909c4d8dcf7b7a54de48a974f	786	Gene3D	G3DSA:1.20.1060.10		195	252	3.8E-7	T	28-04-2016
