Vibriophage_1.199.B._10N.286.55.C10_5	acedc4a695ee8761ccbf387771bc34ff	127	Coils	Coil		98	118	-	T	28-04-2016
Vibriophage_1.199.B._10N.286.55.C10_2	8c8335b3725e30026131bb1fca0e8cbd	492	PANTHER	PTHR39184		5	308	3.7E-27	T	28-04-2016
Vibriophage_1.199.B._10N.286.55.C10_2	8c8335b3725e30026131bb1fca0e8cbd	492	PANTHER	PTHR39184		347	491	3.7E-27	T	28-04-2016
Vibriophage_1.199.B._10N.286.55.C10_2	8c8335b3725e30026131bb1fca0e8cbd	492	Pfam	PF04466	Phage terminase large subunit	38	479	7.7E-41	T	28-04-2016	IPR006437	Bacteriophage terminase, large subunit	GO:0006323	
Vibriophage_1.199.B._10N.286.55.C10_2	8c8335b3725e30026131bb1fca0e8cbd	492	TIGRFAM	TIGR01547	phage_term_2: phage terminase, large subunit, PBSX family	37	251	2.0E-36	T	28-04-2016	IPR006437	Bacteriophage terminase, large subunit	GO:0006323	
Vibriophage_1.199.B._10N.286.55.C10_2	8c8335b3725e30026131bb1fca0e8cbd	492	PANTHER	PTHR39184:SF1		5	308	3.7E-27	T	28-04-2016
Vibriophage_1.199.B._10N.286.55.C10_2	8c8335b3725e30026131bb1fca0e8cbd	492	PANTHER	PTHR39184:SF1		347	491	3.7E-27	T	28-04-2016
Vibriophage_1.199.B._10N.286.55.C10_66	0de4140ae1b706431afe6e1ec3e0b03c	291	Pfam	PF08273	Zinc-binding domain of primase-helicase	34	70	1.4E-7	T	28-04-2016	IPR013237	Bacteriophage T7, Gp4, DNA primase/helicase, N-terminal	GO:0003896|GO:0004386|GO:0008270	KEGG: 00520+2.7.7.-
Vibriophage_1.199.B._10N.286.55.C10_66	0de4140ae1b706431afe6e1ec3e0b03c	291	SMART	SM00778	Zinc-binding domain of primase-helicase	34	72	5.8E-4	T	28-04-2016	IPR013237	Bacteriophage T7, Gp4, DNA primase/helicase, N-terminal	GO:0003896|GO:0004386|GO:0008270	KEGG: 00520+2.7.7.-
Vibriophage_1.199.B._10N.286.55.C10_66	0de4140ae1b706431afe6e1ec3e0b03c	291	SUPERFAMILY	SSF57783		17	97	2.04E-7	T	28-04-2016
Vibriophage_1.199.B._10N.286.55.C10_66	0de4140ae1b706431afe6e1ec3e0b03c	291	Gene3D	G3DSA:3.90.580.10		38	96	2.7E-4	T	28-04-2016	IPR002694	Zinc finger, CHC2-type	GO:0003677|GO:0003896|GO:0006260|GO:0008270	
Vibriophage_1.199.B._10N.286.55.C10_62	3c3e7d8963cbd27e0f5a710c09c078d4	617	PANTHER	PTHR24031:SF319		18	214	1.7E-16	T	28-04-2016
Vibriophage_1.199.B._10N.286.55.C10_62	3c3e7d8963cbd27e0f5a710c09c078d4	617	PANTHER	PTHR24031:SF319		264	443	1.7E-16	T	28-04-2016
