Vibriophage_1.184.A._10N.286.49.A5_7	59de745aeb472c0e0488d907a3584450	718	Pfam	PF16510	Phage P22-like portal protein	131	688	4.8E-63	T	28-04-2016	IPR032427	Phage P22-like portal protein		
Vibriophage_1.184.A._10N.286.49.A5_7	59de745aeb472c0e0488d907a3584450	718	Coils	Coil		633	655	-	T	28-04-2016
Vibriophage_1.184.A._10N.286.49.A5_7	59de745aeb472c0e0488d907a3584450	718	Coils	Coil		663	683	-	T	28-04-2016
Vibriophage_1.184.A._10N.286.49.A5_37	644ce27212a042ccf0dfb6d69da6684c	591	Coils	Coil		421	504	-	T	28-04-2016
Vibriophage_1.184.A._10N.286.49.A5_37	644ce27212a042ccf0dfb6d69da6684c	591	Pfam	PF09588	YqaJ-like viral recombinase domain	13	148	3.1E-8	T	28-04-2016	IPR019080	YqaJ viral recombinase		
Vibriophage_1.184.A._10N.286.49.A5_37	644ce27212a042ccf0dfb6d69da6684c	591	Gene3D	G3DSA:3.90.320.10		2	196	1.6E-25	T	28-04-2016	IPR011604	Exonuclease, phage-type/RecB, C-terminal	GO:0003677|GO:0004518	
Vibriophage_1.184.A._10N.286.49.A5_37	644ce27212a042ccf0dfb6d69da6684c	591	SUPERFAMILY	SSF52980		1	162	1.13E-19	T	28-04-2016	IPR011335	Restriction endonuclease  type II-like		
Vibriophage_1.184.A._10N.286.49.A5_15	4465be9003905cf790b4b66da15113b5	227	Coils	Coil		37	57	-	T	28-04-2016
Vibriophage_1.184.A._10N.286.49.A5_15	4465be9003905cf790b4b66da15113b5	227	ProDom	PD104351	DNA TRANSFER GP7 INJECTION AAF75053 GENE DIRECT ACCESSION PRECURSOR GENBANK	43	135	5.0E-10	T	28-04-2016
Vibriophage_1.184.A._10N.286.49.A5_32	a833697064d689117ec13ebc47be17ce	67	ProSiteProfiles	PS50943	Cro/C1-type HTH domain profile.	7	60	10.833	T	28-04-2016	IPR001387	Cro/C1-type helix-turn-helix domain	GO:0043565	
